condition,method,seed,AP_percent,AP50_percent,AP75_percent,per_class_AP_percent,selection_fraction,harmful_selection_fraction,mean_frame_risk,paired_sequence_risk_delta,utility
camera_removed,selector_zero,71,0.0302036484318159,0.1944402940933885,0.00038252119133091826,"[0.012647191270752771, 0.10816740245651084, 0.0, 0.0]",1.0,0.1975806451612903,8.06870174407959,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.5978216144401319, -0.055174466995974655], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.2487291786287258}",
camera_removed,selector_permuted,71,0.0302036484318159,0.1944402940933885,0.00038252119133091826,"[0.012647191270752771, 0.10816740245651084, 0.0, 0.0]",1.0,0.1975806451612903,8.06870174407959,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.5978216144401319, -0.055174466995974655], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.2487291786287258}",
radar_removed,task_only,,61.45016150323981,78.53307536455249,68.24535498708302,"[83.34499343526618, 81.80073201213095, 36.818521306424145, 43.836399259137984]",,,,,
radar_removed,cure,,60.33464463564161,77.10354221971221,68.24228778134488,"[82.75821700610469, 82.02879044105595, 33.35415466056054, 43.197416434845294]",,,,,
radar_removed,modality_dropout,,61.724752568486274,78.36727798856433,68.70740304445638,"[82.97643427813689, 82.10733769833489, 38.69164874468504, 43.12358955278825]",,,,,
radar_removed,positive_mean,11,60.42474336812024,77.07649748331592,67.57815654444133,"[83.06363161187693, 81.69320432984127, 33.83371387580255, 43.10842365496023]",0.4717741935483871,0.21169354838709678,0.5537120699882507,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.015706788227367523, 0.0023567689462070224], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.00618800012707118}","{""MAE"": 0.08271337300539017, ""RMSE"": 0.13695630431175232, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.4939516129032258}"
radar_removed,fitting_RMS_margin,11,61.30480621059575,78.33701552151527,68.13565775538721,"[83.32838100941206, 81.80073908049236, 36.61043148217871, 43.479673270299884]",0.018145161290322582,0.010080645161290322,0.56846022605896,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-7.99027192494217e-05, 0.00025095633770290176], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 5.701787281782668e-05}","{""MAE"": 0.08271337300539017, ""RMSE"": 0.13695630431175232, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.4939516129032258}"
radar_removed,selector_utility,11,60.78774770265364,77.61232771212646,67.52032566678466,"[83.22941597898034, 81.95876404367274, 35.320585140137005, 42.64222564782445]",0.31048387096774194,0.15524193548387097,0.5642371773719788,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.006917471384420646, 0.002653997083635996], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.0017424032187487806}","{""MAE"": 0.08271337300539017, ""RMSE"": 0.13695630431175232, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.4939516129032258}"
radar_removed,selector_zero,11,61.06660536484094,78.39145786340141,67.84835495576232,"[83.32824090262629, 81.98164771522883, 36.32635661042783, 42.63017623108081]",0.29939516129032256,0.14919354838709678,0.5692174434661865,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.00884751365432292, 0.010149694325631124], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.0006835095563038371}",
radar_removed,selector_permuted,11,61.02124052480045,78.27553990810425,67.824358122099,"[83.31047867188428, 82.06485650726351, 36.10934769172282, 42.60027922833121]",0.3014112903225806,0.1532258064516129,0.5689529776573181,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.008336918970479395, 0.009817226535712487], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.0004399476532500131}",
radar_removed,confidence,,60.41722484993196,77.06887756940684,68.13116581287797,"[82.78355956543619, 81.70172552258764, 33.96752956175652, 43.216084749947505]",0.75,0.35181451612903225,0.5464509725570679,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.01890982860720167, 0.018427979331487244], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.0011012026422380404}",
radar_removed,positive_mean,23,60.71390665302504,77.30072578827601,68.06970420814739,"[83.04414259406437, 81.80890827127625, 34.17081639651251, 43.83175935024705]",0.5161290322580645,0.18850806451612903,0.5423073768615723,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.023000211968106872, 0.001504935213233632], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.009609271164307674}","{""MAE"": 0.077059805393219, ""RMSE"": 0.13192851841449738, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5846774193548387}"
radar_removed,fitting_RMS_margin,23,61.36149048386237,78.44385399900422,68.19895327707334,"[83.3215648366298, 81.80461758362819, 36.90222388460719, 43.41755563058431]",0.017137096774193547,0.010080645161290322,0.5685718655586243,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0002209983373943128, 0.0008585941148450721], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.00020128906690953767}","{""MAE"": 0.077059805393219, ""RMSE"": 0.13192851841449738, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5846774193548387}"
radar_removed,selector_utility,23,60.670271800993305,77.60975897600737,67.53302497689347,"[83.2400975965813, 81.99299996712035, 34.73024765468738, 42.71774198558415]",0.33669354838709675,0.15826612903225806,0.562149703502655,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.009786161009522416, 0.0036347753581563807], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.002635182374947862}","{""MAE"": 0.077059805393219, ""RMSE"": 0.13192851841449738, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5846774193548387}"
radar_removed,selector_zero,23,61.09547588636948,78.40277910565078,67.91018374873417,"[83.34046343307058, 81.95778432449903, 36.362478801043416, 42.72117698686487]",0.2973790322580645,0.15221774193548387,0.569922924041748,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.007587418387156762, 0.01028552468408618], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.0011053022012124534}",
radar_removed,selector_permuted,23,61.07562662229107,78.36870011522458,67.8825606715023,"[83.3402506788461, 81.89137759781094, 36.35957163240585, 42.711306580101386]",0.2872983870967742,0.15221774193548387,0.570696234703064,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.005716571468064768, 0.01028552468408618], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.001681869980590964}",
radar_removed,positive_mean,37,60.29856430659291,76.84879297982337,67.80391649459891,"[82.98658561014555, 81.74917445430839, 33.185672898104954, 43.2728242638127]",0.5231854838709677,0.22580645161290322,0.551655650138855,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.014875183791299918, 0.004591648670981344], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.003947582402906298}","{""MAE"": 0.08105657249689102, ""RMSE"": 0.13691389560699463, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5171370967741935}"
radar_removed,fitting_RMS_margin,37,61.23480597492982,78.28576769440885,68.06584146722025,"[83.28531259712037, 81.80105895961839, 36.6937936594718, 43.1590586835087]",0.04334677419354839,0.02620967741935484,0.5680480599403381,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0006784427277316331, 0.0010697358102811517], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.00017821698912122866}","{""MAE"": 0.08105657249689102, ""RMSE"": 0.13691389560699463, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5171370967741935}"
radar_removed,selector_utility,37,60.795132933515184,77.74756953412935,67.5898054276898,"[83.24182804102574, 81.95763272139317, 35.40104481443046, 42.58002615721139]",0.30443548387096775,0.15423387096774194,0.5643007755279541,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.007154179082848594, 0.003199713658010155], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.0018458038628584093}","{""MAE"": 0.08105657249689102, ""RMSE"": 0.13691389560699463, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5171370967741935}"
radar_removed,selector_zero,37,61.07343107630938,78.37433477435872,67.881391162247,"[83.34089018409287, 81.91592138848252, 36.321951428271596, 42.714961304390535]",0.2852822580645161,0.14919354838709678,0.5699177980422974,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.007048517956198859, 0.010260105963241511], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.0010201348591102205}",
radar_removed,selector_permuted,37,61.08214521455455,78.39132793195117,67.88850204507881,"[83.34089443302071, 81.85339471594652, 36.41367407522946, 42.720617634021565]",0.27318548387096775,0.14415322580645162,0.5707279443740845,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.005254994520717966, 0.010260216661494157], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.0016180867025231628}",
radar_removed,positive_mean,53,60.37187118040301,76.90784682675049,67.61457343595114,"[83.04997852644259, 81.79991150095836, 33.648214492081124, 42.98938020212999]",0.4788306451612903,0.21875,0.5561317801475525,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.010599938958765048, 0.0031945895760035147], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.0034059542138906093}","{""MAE"": 0.0807216539978981, ""RMSE"": 0.1376020759344101, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.48689516129032256}"
radar_removed,fitting_RMS_margin,53,61.36614360669005,78.43055129359965,68.23772129919102,"[83.31463821484067, 81.8159335228242, 36.98579267409908, 43.348210014996255]",0.02721774193548387,0.018145161290322582,0.5686444044113159,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [9.242603379600453e-06, 0.00033457909495832115], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.0001456960220834047}","{""MAE"": 0.0807216539978981, ""RMSE"": 0.1376020759344101, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.48689516129032256}"
radar_removed,selector_utility,53,60.917229280567106,78.05721158176986,67.59449276636012,"[83.21111364444891, 81.95349512883054, 36.02387134575941, 42.48043700322957]",0.2933467741935484,0.14717741935483872,0.5643541812896729,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.008408469054257274, 0.0038774787038469106], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.002047019023195584}","{""MAE"": 0.0807216539978981, ""RMSE"": 0.1376020759344101, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.48689516129032256}"
radar_removed,selector_zero,53,61.09492507795385,78.36124134936726,67.82271702868903,"[83.32069127159562, 81.99938046924787, 36.33343874987614, 42.72618982109576]",0.2772177419354839,0.1350806451612903,0.5686869025230408,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.009423861242780896, 0.010345148668261528], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.0002296938806962162}",
radar_removed,selector_permuted,53,61.09678408759446,78.40485661431978,67.84416839041344,"[83.31929746795022, 82.00107990065307, 36.37481430421232, 42.691944677562255]",0.27419354838709675,0.13709677419354838,0.5688455700874329,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.009043172076534161, 0.010308192571798018], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.00034993652247912736}",
radar_removed,positive_mean,71,60.84428176981497,77.27010044955759,67.98319201748495,"[83.10922406254303, 81.83079404882128, 34.34018080720345, 44.0969281606921]",0.5141129032258065,0.20362903225806453,0.5480054020881653,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.018737533600244143, 0.0017444293819925563], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.007253967705668296}","{""MAE"": 0.07769660651683807, ""RMSE"": 0.13395173847675323, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5524193548387096}"
radar_removed,fitting_RMS_margin,71,61.42198240075034,78.58278216697708,68.23682429079292,"[83.28969084656758, 81.80815338591958, 37.15582489776173, 43.43426047275247]",0.014112903225806451,0.007056451612903226,0.5681105852127075,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0005236882101392971, 0.0008666415425235098], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 7.635659004296288e-05}","{""MAE"": 0.07769660651683807, ""RMSE"": 0.13395173847675323, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5524193548387096}"
radar_removed,selector_utility,71,60.90179575135672,77.7783662233951,67.79119801873516,"[83.22128696186161, 81.91941979170693, 35.42106944948593, 43.04540680237245]",0.28225806451612906,0.12701612903225806,0.5605252385139465,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.008996543329301507, 0.0017967201534095582], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.00320339335526962}","{""MAE"": 0.07769660651683807, ""RMSE"": 0.13395173847675323, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5524193548387096}"
radar_removed,selector_zero,71,61.01247105546243,78.27998876472834,67.83192460252457,"[83.32820702559947, 82.03281524262319, 36.14155369843671, 42.547308255190316]",0.28931451612903225,0.14112903225806453,0.5688161253929138,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.008611700764679629, 0.009933780839802953], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.00031024606696900296}",
radar_removed,selector_permuted,71,61.073646218506916,78.36936932312891,67.88201392740298,"[83.32687317170736, 82.06094309980104, 36.27453097189837, 42.6322376306209]",0.2963709677419355,0.14415322580645162,0.5685740113258362,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.009031746464400525, 0.009815150825001572], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.0001003522741399687}",
radar_thinned_fresh,task_only,,62.16774028283274,78.37761333058494,69.29444054753368,"[83.28261767664546, 81.93924890829925, 39.27825198177113, 44.17084256461513]",,,,,
radar_thinned_fresh,cure,,61.319289928647315,77.47543992887367,69.26201032516991,"[82.98677216504926, 82.27392107595402, 35.37479237203782, 44.641674101548126]",,,,,
radar_thinned_fresh,modality_dropout,,61.654029411269484,77.69052219060498,68.2800262141698,"[83.06102658295575, 82.2716039163389, 37.79032424294822, 43.49316290283507]",,,,,
radar_thinned_fresh,positive_mean,11,61.85029496211817,78.12774875185698,68.99233381581251,"[83.13361023178454, 82.12995938283947, 37.96618193719536, 44.17142829665332]",0.38306451612903225,0.17943548387096775,0.5186253190040588,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.006157824500718833, 0.0002785271100225873], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.0028528152443825353}","{""MAE"": 0.07077617198228836, ""RMSE"": 0.1120610386133194, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5151209677419355}"
radar_thinned_fresh,fitting_RMS_margin,11,62.20921324685029,78.49410739572058,69.36638162395549,"[83.2671243120756, 81.93958168081316, 39.61103398572922, 44.01911300878316]",0.017137096774193547,0.006048387096774193,0.5228459239006042,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0004382254569180344, 0.0], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.00018472156076258702}","{""MAE"": 0.07077617198228836, ""RMSE"": 0.1120610386133194, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5151209677419355}"
radar_thinned_fresh,selector_utility,11,61.95326753759358,78.19324735646504,69.37322988724782,"[83.22678143604398, 81.96947233754872, 38.60606257114688, 44.010753805634714]",0.2590725806451613,0.11794354838709678,0.5220140218734741,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0022027615833443985, 0.0009042698747454311], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.0006344083544563996}","{""MAE"": 0.07077617198228836, ""RMSE"": 0.1120610386133194, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5151209677419355}"
radar_thinned_fresh,selector_zero,11,62.023463177693515,78.30390323552365,69.37925648751782,"[83.23970486075496, 81.95673505272161, 38.837798363954086, 44.05961443334342]",0.26411290322580644,0.1350806451612903,0.5239144563674927,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.00015833515282680805, 0.0009924809855874628], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.0003143687278442653}",
radar_thinned_fresh,selector_permuted,11,61.964150672244145,78.23963232552504,69.27249736657832,"[83.25896627007768, 81.95542190721052, 38.798387535501874, 43.843826976186506]",0.24899193548387097,0.12600806451612903,0.524523913860321,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [0.00012122830903192737, 0.0016290533126179518], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.0008215202348720846}",
radar_thinned_fresh,confidence,,61.65484383309613,77.88653570294001,69.03791742610579,"[83.10575785074323, 82.11887186389274, 36.909119490247726, 44.48562612750081]",0.6905241935483871,0.3487903225806452,0.5173461437225342,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.007172303155901672, 0.007420003612464783], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 8.660186098456268e-05}",
radar_thinned_fresh,positive_mean,23,61.99994223475893,78.37663776879307,69.22811626841312,"[83.13007008165661, 81.96772644477403, 38.614576510874365, 44.28739590173071]",0.42036290322580644,0.18245967741935484,0.5161356329917908,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0063112209087956735, 0.001266663081855185], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.002753056052090516}","{""MAE"": 0.06629490852355957, ""RMSE"": 0.10918445140123367, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5463709677419355}"
radar_thinned_fresh,fitting_RMS_margin,23,62.19748004842091,78.44934791727127,69.36616262955756,"[83.26602559830023, 81.93882641034219, 39.52884548520074, 44.05622269984046]",0.012096774193548387,0.005040322580645161,0.523125946521759,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0002785751516556196, 0.0], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.00011657390993819731}","{""MAE"": 0.06629490852355957, ""RMSE"": 0.10918445140123367, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5463709677419355}"
radar_thinned_fresh,selector_utility,23,62.11589631403574,78.59669589911195,69.3341778776147,"[83.27193331155858, 82.0700569213096, 38.86517204589339, 44.25642297738133]",0.26310483870967744,0.11995967741935484,0.5207684636116028,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0025978304625771014, -7.757912915663116e-05], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.0013333924359091522}","{""MAE"": 0.06629490852355957, ""RMSE"": 0.10918445140123367, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5463709677419355}"
radar_thinned_fresh,selector_zero,23,62.079922811768554,78.43584159341901,69.41722332291235,"[83.28043965207615, 81.85863700239803, 39.12182838080775, 44.05878621179228]",0.2701612903225806,0.13407258064516128,0.5236561298370361,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0006629516385037004, 0.0012045548502126987], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.0002767994154607368}",
radar_thinned_fresh,selector_permuted,23,62.07907149710115,78.43582586983126,69.41759662861834,"[83.28014201309999, 81.85772153115222, 39.125776263896576, 44.05264618025582]",0.2651209677419355,0.13407258064516128,0.5237737894058228,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0006146546431452211, 0.001375982022035398], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": 0.0003678100816306146}",
radar_thinned_fresh,positive_mean,37,61.675080979101196,78.00757120238018,68.75295194161247,"[83.0500912614497, 81.97863418643684, 37.74914881450413, 43.922449654014095]",0.4173387096774194,0.19556451612903225,0.5208986401557922,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.003124478199766813, 0.0019562394624518167], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.0007432217834397007}","{""MAE"": 0.06962858140468597, ""RMSE"": 0.11280032247304916, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5171370967741935}"
radar_thinned_fresh,fitting_RMS_margin,37,62.211945730702226,78.46861988537557,69.38328738959895,"[83.25700964046915, 81.93403459601079, 39.60789756594699, 44.04884112038196]",0.03225806451612903,0.015120967741935484,0.5232174396514893,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0007885157305520612, 0.0007055580843313301], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -3.0485684726409677e-05}","{""MAE"": 0.06962858140468597, ""RMSE"": 0.11280032247304916, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5171370967741935}"
radar_thinned_fresh,selector_utility,37,62.03727448314744,78.4326072234766,69.36843524563875,"[83.24747377548172, 81.95791928073086, 38.99998713266759, 43.94371774370961]",0.23084677419354838,0.10080645161290322,0.5213803648948669,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.002795973442859455, -0.000475551363939861], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.0015434092286266956}","{""MAE"": 0.06962858140468597, ""RMSE"": 0.11280032247304916, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5171370967741935}"
radar_thinned_fresh,selector_zero,37,62.10865974999661,78.47668848316215,69.41960901331433,"[83.2806356035725, 81.93923711635009, 39.12362679645429, 44.091139483609574]",0.25100806451612906,0.12399193548387097,0.5225866436958313,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.001569526664232603, 5.280622558313466e-05], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.0006200813964729918}",
radar_thinned_fresh,selector_permuted,37,62.10060862515099,78.48141398537138,69.42356167223778,"[83.28082797799435, 81.93270562041486, 39.132769598226155, 44.056131303968606]",0.24596774193548387,0.11794354838709678,0.5226616263389587,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0015239590616696196, 0.00017363651533655467], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.0005647442085708603}",
radar_thinned_fresh,positive_mean,53,61.77132448044526,77.93734307980012,68.95604526489288,"[83.12132440972916, 81.97541268459385, 38.128769199326754, 43.85979162813126]",0.40423387096774194,0.19657258064516128,0.5219364762306213,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.002423376147719439, 0.0021409447212153002], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.00014514649309993867}","{""MAE"": 0.07002712041139603, ""RMSE"": 0.11352638155221939, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5020161290322581}"
radar_thinned_fresh,fitting_RMS_margin,53,62.199552527901105,78.45839051239395,69.39001176819752,"[83.27665598239052, 81.93182193435347, 39.52770511863713, 44.06202707622329]",0.024193548387096774,0.011088709677419355,0.5232205390930176,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0003573047487359298, 2.2386323730900602e-05], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.00011163947500167639}","{""MAE"": 0.07002712041139603, ""RMSE"": 0.11352638155221939, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5020161290322581}"
radar_thinned_fresh,selector_utility,53,62.08046196047656,78.45880449717659,69.26671917515056,"[83.25847601972984, 82.01966651838394, 39.11105425668857, 43.932651047103846]",0.21774193548387097,0.1028225806451613,0.5221161246299744,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0018760525448419713, -4.9827818073472885e-05], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.0009003737230464696}","{""MAE"": 0.07002712041139603, ""RMSE"": 0.11352638155221939, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5020161290322581}"
radar_thinned_fresh,selector_zero,53,62.121501830186055,78.4594375652569,69.46252946739257,"[83.26120985838327, 82.10110324150573, 39.259624193647205, 43.86407002720803]",0.2288306451612903,0.11693548387096774,0.523370087146759,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0021760431537334265, 0.002688107503159379], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -5.24526767692765e-05}",
radar_thinned_fresh,selector_permuted,53,62.128183819877734,78.47958867325498,69.43001887358903,"[83.2607800309093, 82.05621006423037, 39.29611919273758, 43.89962599163365]",0.22379032258064516,0.11290322580645161,0.5232270956039429,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.0021612206876241834, 0.0023878117050305228], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.00015362671479674927}",
radar_thinned_fresh,positive_mean,71,61.963327713231884,78.20820452250109,68.84884758874054,"[83.21097842839148, 81.98689482221614, 38.58347624492679, 44.07196135739307]",0.3407258064516129,0.14919354838709678,0.5198041796684265,"{""draws"": 2000, ""estimand"": ""equal-recording mean frame-risk difference; not AP"", ""pointwise_95_interval"": [-0.003727681750241911, 0.0004818092043392465], ""recordings"": 8, ""seed"": 9132026, ""sequence_mean"": -0.0016759394948997245}","{""MAE"": 0.06825540959835052, ""RMSE"": 0.11147097498178482, ""empirical_band_coverage"": 1.0, ""sign_agreement"": 0.5332661290322581}"
