AP,arm,change_from_original_replay,selected_source_join,task_risk,routing
"{""AP50_percent"": 97.35430246756461, ""AP75_percent"": 93.21705877573908, ""AP_percent"": 83.9963985157281, ""available"": true, ""class_GT_support"": [46, 46, 18, 21], ""clipped_zero_area_detections"": 0, ""frames"": 64, ""invalid_selected_task_boxes"": 0, ""official_supported_categories_AP_percent"": 83.9963985157281, ""per_class_AP_percent"": [84.99750548343788, 79.50499869109827, 89.26029559477688, 82.2227942935994], ""reason"": null, ""retained_task_detections"": 1319}",native_reference,"{""modality_weights"": {""changed_elements"": 26, ""elements"": 38400, ""maximum_absolute"": 1.1920928955078125e-07, ""mean_absolute"": 1.3581787546475729e-11}, ""pred_boxes"": {""changed_elements"": 7, ""elements"": 76800, ""maximum_absolute"": 2.9802322387695312e-08, ""mean_absolute"": 1.2611659864584605e-12}, ""pred_logits"": {""changed_elements"": 12, ""elements"": 1574400, ""maximum_absolute"": 9.5367431640625e-07, ""mean_absolute"": 4.543036949343798e-12}, ""routing_bias"": {""changed_elements"": 6366, ""elements"": 38400, ""maximum_absolute"": 7.450580596923828e-09, ""mean_absolute"": 1.7218502179616735e-10}, ""selected_channel_labels"": {""changed_elements"": 0, ""elements"": 19200, ""maximum_absolute"": 0.0, ""mean_absolute"": 0.0}, ""selected_scores"": {""changed_elements"": 0, ""elements"": 19200, ""maximum_absolute"": 0.0, ""mean_absolute"": 0.0}}","[{""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.7032120592250806e-08, ""task_selected"": 14}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.731881859092567e-08, ""task_selected"": 21}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.4973155260686895e-08, ""task_selected"": 7}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.116355233398707e-08, ""task_selected"": 28}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.1869071099043254e-08, ""task_selected"": 9}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.525747703849504e-08, ""task_selected"": 10}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 7.2139750728617e-08, ""task_selected"": 54}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.2879254702477e-08, ""task_selected"": 20}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.892587290861172e-08, ""task_selected"": 54}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.27469888983245e-08, ""task_selected"": 12}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.693185002262567e-08, ""task_selected"": 16}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.017753650944258e-08, ""task_selected"": 100}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.606395536705833e-08, ""task_selected"": 16}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.077631575784892e-08, ""task_selected"": 32}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.797167856869123e-08, ""task_selected"": 24}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 7.938131663109971e-08, ""task_selected"": 26}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.339487191806768e-08, ""task_selected"": 23}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.202183339658717e-08, ""task_selected"": 24}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.844604672455844e-08, ""task_selected"": 12}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.8656965456750356e-08, ""task_selected"": 38}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.377685590752691e-08, ""task_selected"": 8}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.838107330902176e-08, ""task_selected"": 33}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.7442470790516325e-08, ""task_selected"": 2}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 2.612780947153226e-08, ""task_selected"": 4}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.379938328691324e-08, ""task_selected"": 21}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.744970171279618e-08, ""task_selected"": 5}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 1.8944660812314496e-08, ""task_selected"": 5}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.281496246427707e-08, ""task_selected"": 25}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.75513633521507e-08, ""task_selected"": 28}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.708689065908601e-08, ""task_selected"": 4}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 7.926851053330353e-08, ""task_selected"": 54}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.849892043523596e-08, ""task_selected"": 18}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.918096496719926e-08, ""task_selected"": 23}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.728747925510703e-08, ""task_selected"": 19}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.6663217734277396e-08, ""task_selected"": 3}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.54229959096142e-08, ""task_selected"": 15}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.478982939039923e-08, ""task_selected"": 33}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 1.3066013715423708e-08, ""task_selected"": 4}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.955790455785092e-08, ""task_selected"": 4}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.292215755568151e-08, ""task_selected"": 8}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.840398943300016e-08, ""task_selected"": 6}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.5637279450238e-08, ""task_selected"": 52}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 1.550720996057464e-08, ""task_selected"": 24}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 1.319947880162875e-08, ""task_selected"": 9}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.675841941941371e-08, ""task_selected"": 2}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 9.847682280739178e-09, ""task_selected"": 5}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.0113755983561816e-08, ""task_selected"": 5}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.871021619390348e-08, ""task_selected"": 7}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 1.838285521027494e-08, ""task_selected"": 23}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 7.872021223764847e-08, ""task_selected"": 14}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 2.0464391015106997e-08, ""task_selected"": 13}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.833421096694934e-08, ""task_selected"": 47}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.1477790202471e-08, ""task_selected"": 12}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.2241202979909076e-08, ""task_selected"": 16}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.5586730168523104e-08, ""task_selected"": 15}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 2.6477803061197847e-08, ""task_selected"": 22}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.461817381175905e-08, ""task_selected"": 32}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.524198998241303e-08, ""task_selected"": 35}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 2.9168345239138915e-08, ""task_selected"": 11}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.481908033593385e-08, ""task_selected"": 33}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.322768649116625e-08, ""task_selected"": 24}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.576730071650161e-08, ""task_selected"": 14}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.572634336787786e-08, ""task_selected"": 38}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.491104461073036e-08, ""task_selected"": 4}]","{""mean_empty_frame_risk"": 0.026356251984767508, ""mean_frame_risk"": 0.4291422405955245, ""mean_nonempty_frame_risk"": 0.5318131788688547, ""normalization"": ""Equal frame mean; each source risk divides by max(GT,1)"", ""unavailable_frames"": 0}",
"{""AP50_percent"": 97.35430246756461, ""AP75_percent"": 93.21705877573908, ""AP_percent"": 83.9963985157281, ""available"": true, ""class_GT_support"": [46, 46, 18, 21], ""clipped_zero_area_detections"": 0, ""frames"": 64, ""invalid_selected_task_boxes"": 0, ""official_supported_categories_AP_percent"": 83.9963985157281, ""per_class_AP_percent"": [84.99750548343788, 79.50499869109827, 89.26029559477688, 82.2227942935994], ""reason"": null, ""retained_task_detections"": 1319}",original__frozen_prediction,"{""modality_weights"": {""changed_elements"": 0, ""elements"": 38400, ""maximum_absolute"": 0.0, ""mean_absolute"": 0.0}, ""pred_boxes"": {""changed_elements"": 0, ""elements"": 76800, ""maximum_absolute"": 0.0, ""mean_absolute"": 0.0}, ""pred_logits"": {""changed_elements"": 0, ""elements"": 1574400, ""maximum_absolute"": 0.0, ""mean_absolute"": 0.0}, ""routing_bias"": {""changed_elements"": 0, ""elements"": 38400, ""maximum_absolute"": 0.0, ""mean_absolute"": 0.0}, ""selected_channel_labels"": {""changed_elements"": 0, ""elements"": 19200, ""maximum_absolute"": 0.0, ""mean_absolute"": 0.0}, ""selected_scores"": {""changed_elements"": 0, ""elements"": 19200, ""maximum_absolute"": 0.0, ""mean_absolute"": 0.0}}","[{""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.7032120592250806e-08, ""task_selected"": 14}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.731881859092567e-08, ""task_selected"": 21}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.4973155260686895e-08, ""task_selected"": 7}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.116355233398707e-08, ""task_selected"": 28}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.1869071099043254e-08, ""task_selected"": 9}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.525747703849504e-08, ""task_selected"": 10}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 7.2139750728617e-08, ""task_selected"": 54}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.2879254702477e-08, ""task_selected"": 20}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.892587290861172e-08, ""task_selected"": 54}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.27469888983245e-08, ""task_selected"": 12}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.693185002262567e-08, ""task_selected"": 16}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.017753650944258e-08, ""task_selected"": 100}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.606395536705833e-08, ""task_selected"": 16}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.077631575784892e-08, ""task_selected"": 32}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.797167856869123e-08, ""task_selected"": 24}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 7.938131663109971e-08, ""task_selected"": 26}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.339487191806768e-08, ""task_selected"": 23}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.202183339658717e-08, ""task_selected"": 24}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.844604672455844e-08, ""task_selected"": 12}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.8656965456750356e-08, ""task_selected"": 38}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.377685590752691e-08, ""task_selected"": 8}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.838107330902176e-08, ""task_selected"": 33}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.7442470790516325e-08, ""task_selected"": 2}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 2.612780947153226e-08, ""task_selected"": 4}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.379938328691324e-08, ""task_selected"": 21}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.744970171279618e-08, ""task_selected"": 5}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 1.8944660812314496e-08, ""task_selected"": 5}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.281496246427707e-08, ""task_selected"": 25}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.75513633521507e-08, ""task_selected"": 28}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.708689065908601e-08, ""task_selected"": 4}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 7.926851053330353e-08, ""task_selected"": 54}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.849892043523596e-08, ""task_selected"": 18}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.918096496719926e-08, ""task_selected"": 23}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.728747925510703e-08, ""task_selected"": 19}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.6663217734277396e-08, ""task_selected"": 3}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.54229959096142e-08, ""task_selected"": 15}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.478982939039923e-08, ""task_selected"": 33}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 1.3066013715423708e-08, ""task_selected"": 4}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.955790455785092e-08, ""task_selected"": 4}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.292215755568151e-08, ""task_selected"": 8}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.840398943300016e-08, ""task_selected"": 6}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.5637279450238e-08, ""task_selected"": 52}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 1.550720996057464e-08, ""task_selected"": 24}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 1.319947880162875e-08, ""task_selected"": 9}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.675841941941371e-08, ""task_selected"": 2}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 9.847682280739178e-09, ""task_selected"": 5}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.0113755983561816e-08, ""task_selected"": 5}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.871021619390348e-08, ""task_selected"": 7}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 1.838285521027494e-08, ""task_selected"": 23}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 7.872021223764847e-08, ""task_selected"": 14}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 2.0464391015106997e-08, ""task_selected"": 13}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.833421096694934e-08, ""task_selected"": 47}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.1477790202471e-08, ""task_selected"": 12}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.2241202979909076e-08, ""task_selected"": 16}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.5586730168523104e-08, ""task_selected"": 15}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 2.6477803061197847e-08, ""task_selected"": 22}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.461817381175905e-08, ""task_selected"": 32}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 5.524198998241303e-08, ""task_selected"": 35}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 2.9168345239138915e-08, ""task_selected"": 11}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 4.481908033593385e-08, ""task_selected"": 33}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.322768649116625e-08, ""task_selected"": 24}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.576730071650161e-08, ""task_selected"": 14}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 6.572634336787786e-08, ""task_selected"": 38}, {""distinct_pairs"": 300, ""invalid_task_selected_boxes"": 0, ""maximum_sigmoid_error"": 3.491104461073036e-08, ""task_selected"": 4}]","{""mean_empty_frame_risk"": 0.026356251984767508, ""mean_frame_risk"": 0.4291422405955245, ""mean_nonempty_frame_risk"": 0.5318131788688547, ""normalization"": ""Equal frame mean; each source risk divides by max(GT,1)"", ""unavailable_frames"": 0}","{""maximum_bias_error"": 1.489754641870178e-08, ""maximum_weight_error"": 7.439228333350201e-08, ""physical_mean_logvar_and_base_exact"": true, ""routing_input_exact"": true}"
