AP_unit,bootstrap_replicates,candidate,candidate_mean_AP,candidate_seed_SD,centered_two_sided_bootstrap_p,ci95_high,ci95_low,condition,confidence_scope,control,control_mean_AP,control_seed_SD,effect_size_unit,endpoint,evidence_scope,group,holm_adjusted_p_full_280_cell_family,images,paired_difference,paired_seed_difference_SD,paired_seed_standardized_difference,primary_result,seed_ids,seeds,sequences,undefined_replicates,valid_replicates
fraction_0_to_1,10000,cure_without_temporal,0.3380296056307187,0.010563302118454923,0.7042295770422957,0.007334357300932182,-0.01988242264621015,factual,sequence_sampling_conditional_on_fixed_trained_seeds,modality_dropout,0.3412254960057124,0.005821317920272441,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,rain,1.0,182,-0.0031958903749936484,0.011572917165340561,-0.2761525317544776,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.3380296056307187,0.010563302118454923,0.7909209079092091,0.010645219376535342,-0.00654340515974694,factual,sequence_sampling_conditional_on_fixed_trained_seeds,confidence_gate,0.33731208325568435,0.014606337630759473,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,rain,1.0,182,0.0007175223750343629,0.01317324833920551,0.05446814305465658,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.3380296056307187,0.010563302118454923,0.6634336566343366,0.014821545240090772,-0.015492698439264485,factual,sequence_sampling_conditional_on_fixed_trained_seeds,cure_without_uncertainty,0.3351397139087597,0.013033912965763195,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,rain,1.0,182,0.0028898917219590146,0.016905338198321292,0.17094551366301458,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.3380296056307187,0.010563302118454923,0.5984401559844016,0.018638668259805646,-0.008001366696462842,factual,sequence_sampling_conditional_on_fixed_trained_seeds,cure_without_signed_negative,0.3366673611894808,0.010819917710579972,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,rain,1.0,182,0.001362244441237903,0.009213966006734712,0.14784561178565295,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.4339686076596454,0.015383126846364248,0.0217978202179782,0.018639686110093034,0.004505651014817036,factual,sequence_sampling_conditional_on_fixed_trained_seeds,task_only_residual_controller,0.42447976512940944,0.007096239145047609,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,snow,1.0,182,0.009488842530235986,0.015024406514161044,0.6315618870730375,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.4339686076596454,0.015383126846364248,0.06159384061593841,0.028591286090661694,-0.016038223182023803,factual,sequence_sampling_conditional_on_fixed_trained_seeds,camera_only,0.40743857897511493,0.012435892071102421,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,snow,1.0,182,0.02653002868453048,0.016569518016548268,1.6011346050038677,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.4339686076596454,0.015383126846364248,9.999000099990002e-05,0.4516800801690725,0.3502448636685657,factual,sequence_sampling_conditional_on_fixed_trained_seeds,radar_only,0.0055846306317573514,0.0004623864002037723,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,snow,0.027997200279972004,182,0.4283839770278881,0.01538704020204189,27.84057046728459,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.4339686076596454,0.015383126846364248,0.1897810218978102,0.02285189168564372,-0.0421937731053072,factual,sequence_sampling_conditional_on_fixed_trained_seeds,concat_fusion,0.42237244646819266,0.013995796490771767,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,snow,1.0,182,0.011596161191452714,0.02519728993036846,0.4602146192506482,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.4339686076596454,0.015383126846364248,0.06159384061593841,0.018157494396925655,-0.027168411224671174,factual,sequence_sampling_conditional_on_fixed_trained_seeds,cross_attention,0.41773814558812583,0.015631152213893554,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,snow,1.0,182,0.01623046207151955,0.030172912554038492,0.5379149938691346,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.4339686076596454,0.015383126846364248,0.7108289171082892,0.017305968827708795,-0.011289937229500668,factual,sequence_sampling_conditional_on_fixed_trained_seeds,matched_corruption_fusion,0.4318257172899922,0.01497400196666826,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,snow,1.0,182,0.0021428903696532387,0.009459593489518615,0.22653091509985038,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.4339686076596454,0.015383126846364248,0.34336566343365665,0.024667194032864936,-0.018904299884849096,factual,sequence_sampling_conditional_on_fixed_trained_seeds,modality_dropout,0.42183807922836747,0.009865115148869775,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,snow,1.0,182,0.012130528431277932,0.019304114634223882,0.6283908203576433,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.4339686076596454,0.015383126846364248,0.8148185181481852,0.010940256700217588,-0.01121254715641501,factual,sequence_sampling_conditional_on_fixed_trained_seeds,confidence_gate,0.4350975188133616,0.008406780338046104,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,snow,1.0,182,-0.0011289111537162166,0.012339412935585822,-0.09148823850934856,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.4339686076596454,0.015383126846364248,0.37506249375062495,0.01021805542866061,-0.022160765828220463,factual,sequence_sampling_conditional_on_fixed_trained_seeds,cure_without_uncertainty,0.4385419827573592,0.012908670624433734,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,snow,1.0,182,-0.004573375097713816,0.020959462036669912,-0.2182009771869338,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.4339686076596454,0.015383126846364248,0.8784121587841216,0.0032417102265913655,-0.008564964393214802,factual,sequence_sampling_conditional_on_fixed_trained_seeds,cure_without_signed_negative,0.43346324001782605,0.0181343326032543,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,snow,1.0,182,0.0005053676418194097,0.008678314534466438,0.05823338619639935,False,"11,23,37,53,71",5,4,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.27256558984586754,0.0076997699685928895,9.999000099990002e-05,0.009076036742437038,0.0002669468595828117,factual,sequence_sampling_conditional_on_fixed_trained_seeds,task_only_residual_controller,0.2643396090239701,0.011184058758712678,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,night,0.027997200279972004,507,0.008225980821897438,0.015434917147360937,0.5329462246775919,False,"11,23,37,53,71",5,3,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.27256558984586754,0.0076997699685928895,0.7735226477352265,0.0048295671784846506,-0.010428639781333626,factual,sequence_sampling_conditional_on_fixed_trained_seeds,camera_only,0.27392802331195076,0.011763263340673683,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,night,1.0,507,-0.0013624334660832683,0.01161085512030291,-0.11734135444519476,False,"11,23,37,53,71",5,3,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.27256558984586754,0.0076997699685928895,9.999000099990002e-05,0.49492741911937377,0.2086147897332089,factual,sequence_sampling_conditional_on_fixed_trained_seeds,radar_only,0.002511897857991198,0.00021377076772080266,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,night,0.027997200279972004,507,0.2700536919878763,0.007851048039938736,34.39715189795013,False,"11,23,37,53,71",5,3,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.27256558984586754,0.0076997699685928895,0.0770922907709229,0.008632686950042129,-0.0017997415478342438,factual,sequence_sampling_conditional_on_fixed_trained_seeds,concat_fusion,0.2675037392094849,0.007093798006943471,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,night,1.0,507,0.005061850636382681,0.007135283652899921,0.7094112697713768,False,"11,23,37,53,71",5,3,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.27256558984586754,0.0076997699685928895,0.291970802919708,0.013169787092939006,-0.0014139880517672898,factual,sequence_sampling_conditional_on_fixed_trained_seeds,cross_attention,0.2711590975518398,0.01630661815623345,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,night,1.0,507,0.0014064922940276836,0.0170341426906943,0.08256900975686003,False,"11,23,37,53,71",5,3,0,10000
fraction_0_to_1,10000,cure_without_temporal,0.27256558984586754,0.0076997699685928895,0.5097490250974902,0.007376926701499614,-0.01232333978333322,factual,sequence_sampling_conditional_on_fixed_trained_seeds,matched_corruption_fusion,0.26717528247568084,0.0024320176142368526,independent_training_seed_pooled_AP_not_frames,mean_seed_pooled_COCO_AP_difference,audited_exploratory_SEW_2D,night,1.0,507,0.005390307370186675,0.008768495340441164,0.6147357284123819,False,"11,23,37,53,71",5,3,0,10000
